pincode,district,state,population,bio_txn,demo_txn,enroll_txn,total_txn,bio_has_any_record,demo_has_any_record,enroll_has_any_record,presence_flag,bio_share,demo_share,enroll_share,dominant_service_type,demand_diversity,presence_without_usage
143518,Gurdaspur,Punjab,85792.91666666667,4985.0,2946.0,0.0,7931.0,1.0,1.0,0.0,True,0.6285462110704829,0.3714537889295171,0.0,biometric,0.6005074650762756,False
143519,Gurdaspur,Punjab,64198.25,5331.0,3474.0,0.0,8805.0,1.0,1.0,0.0,True,0.6054514480408859,0.39454855195911415,0.0,biometric,0.6105332095866903,False
143520,Gurdaspur,Punjab,83538.91666666667,2978.0,1350.0,0.0,4328.0,1.0,1.0,0.0,True,0.6880776340110906,0.31192236598890943,0.0,biometric,0.5649219150265015,False
143521,Gurdaspur,Punjab,44796.5,7885.0,7988.0,0.0,15873.0,1.0,1.0,0.0,True,0.49675549675549674,0.5032445032445032,0.0,demographic,0.6309105896220112,False
143525,Pathankot,Punjab,19429.083333333332,1209.0,572.0,0.0,1781.0,1.0,1.0,0.0,True,0.6788321167883211,0.32116788321167883,0.0,biometric,0.5713996187874107,False
143526,Gurdaspur,Punjab,51200.333333333336,2543.0,1496.0,0.0,4039.0,1.0,1.0,0.0,True,0.6296112899232483,0.37038871007675167,0.0,biometric,0.5999953227059593,False
143527,Gurdaspur,Punjab,41494.25,3318.0,1475.0,0.0,4793.0,1.0,1.0,0.0,True,0.6922595451700396,0.3077404548299604,0.0,biometric,0.5618732055203876,False
143528,Gurdaspur,Punjab,32184.916666666668,3087.0,968.0,0.0,4055.0,1.0,1.0,0.0,True,0.7612823674475956,0.23871763255240444,0.0,biometric,0.5002649812927761,False
143529,Gurdaspur,Punjab,40428.5,1798.0,866.0,0.0,2664.0,1.0,1.0,0.0,True,0.674924924924925,0.32507507507507505,0.0,biometric,0.574029522043172,False
143530,Gurdaspur,Punjab,82886.66666666667,3081.0,1051.0,0.0,4132.0,1.0,1.0,0.0,True,0.7456437560503388,0.25435624394966116,0.0,biometric,0.5161698650389559,False
143531,Gurdaspur,Punjab,104967.33333333333,6140.0,2883.0,0.0,9023.0,1.0,1.0,0.0,True,0.6804832095755292,0.3195167904244708,0.0,biometric,0.5702691455607031,False
143532,Gurdaspur,Punjab,32852.416666666664,2309.0,1134.0,0.0,3443.0,1.0,1.0,0.0,True,0.6706360731919837,0.32936392680801624,0.0,biometric,0.5768434137082938,False
143533,Gurdaspur,Punjab,13102.916666666666,1845.0,368.0,0.0,2213.0,1.0,1.0,0.0,True,0.8337098960686851,0.16629010393131496,0.0,biometric,0.40956636693278886,False
143534,Pathankot,Punjab,34042.583333333336,3638.0,1082.0,0.0,4720.0,1.0,1.0,0.0,True,0.7707627118644068,0.22923728813559321,0.0,biometric,0.49003011354082543,False
143601,Amritsar,Punjab,34704.25,6755.0,2325.0,0.0,9080.0,1.0,1.0,0.0,True,0.7439427312775331,0.256057268722467,0.0,biometric,0.5178281896652961,False
143602,Gurdaspur,Punjab,27168.25,4618.0,1737.0,0.0,6355.0,1.0,1.0,0.0,True,0.7266719118804091,0.27332808811959086,0.0,biometric,0.533892631745379,False
143603,Amritsar,Punjab,18350.166666666668,2795.0,525.0,0.0,3320.0,1.0,1.0,0.0,True,0.8418674698795181,0.15813253012048192,0.0,biometric,0.39737419441225247,False
143604,Gurdaspur,Punjab,48126.166666666664,7382.0,1761.0,0.0,9143.0,1.0,1.0,0.0,True,0.8073936344744613,0.19260636552553867,0.0,biometric,0.44599922369865763,False
143605,Gurdaspur,Punjab,22991.666666666668,2352.0,708.0,0.0,3060.0,1.0,1.0,0.0,True,0.7686274509803922,0.23137254901960785,0.0,biometric,0.49237524658336,False
143606,Amritsar,Punjab,33980.416666666664,3406.0,1026.0,0.0,4432.0,1.0,1.0,0.0,True,0.7685018050541517,0.23149819494584836,0.0,biometric,0.49251251362298604,False
144001,Jalandhar,Punjab,0.0,8587.0,3792.0,0.0,12379.0,1.0,1.0,0.0,True,0.6936747717909363,0.3063252282090637,0.0,biometric,0.5608245781209346,False
144002,Jalandhar,Punjab,28110.083333333332,8250.0,5541.0,0.0,13791.0,1.0,1.0,0.0,True,0.5982162279747661,0.40178377202523385,0.0,biometric,0.6132539256153269,False
144003,Jalandhar,Punjab,4673.333333333333,8426.0,3218.0,0.0,11644.0,1.0,1.0,0.0,True,0.7236344898660254,0.2763655101339746,0.0,biometric,0.5365749485518038,False
144004,Jalandhar,Punjab,25788.583333333332,5811.0,2620.0,0.0,8431.0,1.0,1.0,0.0,True,0.6892420827897047,0.31075791721029533,0.0,biometric,0.564080479377213,False
144005,Jalandhar,Punjab,10898.416666666666,2682.0,1377.0,0.0,4059.0,1.0,1.0,0.0,True,0.6607538802660754,0.3392461197339246,0.0,biometric,0.5830393244894609,False
144006,Jalandhar,Punjab,0.0,711.0,172.0,0.0,883.0,1.0,1.0,0.0,True,0.8052095130237825,0.19479048697621745,0.0,biometric,0.44883453467219964,False
144007,Jalandhar,Punjab,0.0,1092.0,338.0,0.0,1430.0,1.0,1.0,0.0,True,0.7636363636363637,0.23636363636363636,0.0,biometric,0.49776613449066054,False
144008,Jalandhar,Punjab,0.0,5653.0,2284.0,0.0,7937.0,1.0,1.0,0.0,True,0.7122338415018269,0.2877661584981731,0.0,biometric,0.5462704236909017,False
144009,Jalandhar,Punjab,0.0,3407.0,1393.0,0.0,4800.0,1.0,1.0,0.0,True,0.7097916666666667,0.29020833333333335,0.0,biometric,0.5482717804688545,False
144010,Jalandhar,Punjab,0.0,354.0,80.0,0.0,434.0,1.0,1.0,0.0,True,0.815668202764977,0.18433179723502305,0.0,biometric,0.4350022562998552,False
144011,Jalandhar,Punjab,0.0,114.0,16.0,0.0,130.0,1.0,1.0,0.0,True,0.8769230769230769,0.12307692307692308,0.0,biometric,0.3395292853790526,False
144012,Jalandhar,Punjab,0.0,2489.0,928.0,0.0,3417.0,1.0,1.0,0.0,True,0.7284167398302605,0.27158326016973955,0.0,biometric,0.532332690326981,False
144013,Jalandhar,Punjab,0.0,1526.0,630.0,0.0,2156.0,1.0,1.0,0.0,True,0.7077922077922078,0.2922077922077922,0.0,biometric,0.5498907046140514,False
144014,Jalandhar,Punjab,0.0,388.0,99.0,0.0,487.0,1.0,1.0,0.0,True,0.7967145790554415,0.2032854209445585,0.0,biometric,0.45960107615783713,False
144020,Jalandhar,Punjab,10806.75,1327.0,312.0,0.0,1639.0,1.0,1.0,0.0,True,0.8096400244051251,0.19035997559487491,0.0,biometric,0.4430539482997687,False
144021,Jalandhar,Punjab,3246.25,2875.0,1618.0,0.0,4493.0,1.0,1.0,0.0,True,0.6398842644113065,0.36011573558869353,0.0,biometric,0.5948274587633785,False
144022,Jalandhar,Punjab,2906.4166666666665,3806.0,1333.0,0.0,5139.0,1.0,1.0,0.0,True,0.7406110138159175,0.2593889861840825,0.0,biometric,0.5210362664709338,False
144023,Jalandhar,Punjab,0.0,1594.0,688.0,0.0,2282.0,1.0,1.0,0.0,True,0.6985100788781771,0.30148992112182293,0.0,biometric,0.5571769357927387,False
144024,Jalandhar,Punjab,8094.5,1479.0,570.0,0.0,2049.0,1.0,1.0,0.0,True,0.7218155197657394,0.2781844802342606,0.0,biometric,0.5381611412003078,False
144025,Jalandhar,Punjab,28698.333333333332,1989.0,597.0,0.0,2586.0,1.0,1.0,0.0,True,0.7691415313225058,0.2308584686774942,0.0,biometric,0.49181277648945076,False
144026,Jalandhar,Punjab,21513.416666666668,1750.0,1020.0,0.0,2770.0,1.0,1.0,0.0,True,0.631768953068592,0.36823104693140796,0.0,biometric,0.5989442356876357,False
144027,Jalandhar,Punjab,1125.1666666666667,240.0,51.0,0.0,291.0,1.0,1.0,0.0,True,0.8247422680412371,0.17525773195876287,0.0,biometric,0.4224655532785086,False
144028,Jalandhar,Punjab,5708.333333333333,366.0,74.0,0.0,440.0,1.0,1.0,0.0,True,0.8318181818181818,0.16818181818181818,0.0,biometric,0.4123306386679816,False
144029,Shaheed Bhagat Singh Nagar,Punjab,5518.25,712.0,155.0,0.0,867.0,1.0,1.0,0.0,True,0.8212226066897347,0.1787773933102653,0.0,biometric,0.4273887362396271,False
144030,Jalandhar,Punjab,0.0,363.0,95.0,0.0,458.0,1.0,1.0,0.0,True,0.7925764192139738,0.2074235807860262,0.0,biometric,0.46469809802715334,False
144031,Jalandhar,Punjab,9766.166666666666,906.0,43.0,0.0,949.0,1.0,1.0,0.0,True,0.9546891464699684,0.045310853530031614,0.0,biometric,0.16791154587174775,False
144032,Jalandhar,Punjab,25610.25,313.0,68.0,0.0,381.0,1.0,1.0,0.0,True,0.821522309711286,0.1784776902887139,0.0,biometric,0.42697253018825265,False
144033,Jalandhar,Punjab,10097.833333333334,1481.0,313.0,0.0,1794.0,1.0,1.0,0.0,True,0.8255295429208472,0.17447045707915274,0.0,biometric,0.42135370667312,False
144034,Jalandhar,Punjab,15236.833333333334,1189.0,183.0,0.0,1372.0,1.0,1.0,0.0,True,0.8666180758017493,0.13338192419825073,0.0,biometric,0.3575104825882834,False
144035,Jalandhar,Punjab,21844.333333333332,866.0,140.0,0.0,1006.0,1.0,1.0,0.0,True,0.8608349900596421,0.13916500994035785,0.0,biometric,0.36723131529665576,False
144036,Jalandhar,Punjab,18015.083333333332,1555.0,272.0,0.0,1827.0,1.0,1.0,0.0,True,0.8511220580186097,0.14887794198139026,0.0,biometric,0.3829902702110032,False
144037,Jalandhar,Punjab,8828.916666666666,994.0,144.0,0.0,1138.0,1.0,1.0,0.0,True,0.8734622144112478,0.1265377855887522,0.0,biometric,0.34566496759110166,False
144039,Jalandhar,Punjab,40140.083333333336,3732.0,1375.0,0.0,5107.0,1.0,1.0,0.0,True,0.7307616996279617,0.2692383003720384,0.0,biometric,0.5302141345139043,False
144040,Jalandhar,Punjab,22068.833333333332,3774.0,1541.0,0.0,5315.0,1.0,1.0,0.0,True,0.710065851364064,0.28993414863593603,0.0,biometric,0.548048402526909,False
144041,Jalandhar,Punjab,47508.25,2861.0,1376.0,0.0,4237.0,1.0,1.0,0.0,True,0.6752419164503186,0.3247580835496814,0.0,biometric,0.5738185233977379,False
144042,Jalandhar,Punjab,14154.25,772.0,214.0,0.0,986.0,1.0,1.0,0.0,True,0.7829614604462475,0.21703853955375255,0.0,biometric,0.4761771815643072,False
144043,Jalandhar,Punjab,11058.583333333334,798.0,168.0,0.0,966.0,1.0,1.0,0.0,True,0.8260869565217391,0.17391304347826086,0.0,biometric,0.4205641191458019,False
144044,Jalandhar,Punjab,3201.0833333333335,527.0,124.0,0.0,651.0,1.0,1.0,0.0,True,0.8095238095238095,0.19047619047619047,0.0,biometric,0.44320704809783745,False
144101,Jalandhar,Punjab,20077.916666666668,1607.0,344.0,0.0,1951.0,1.0,1.0,0.0,True,0.8236801640184521,0.17631983598154793,0.0,biometric,0.42395935126250844,False
144102,Jalandhar,Punjab,32480.333333333332,3688.0,1354.0,0.0,5042.0,1.0,1.0,0.0,True,0.7314557715192384,0.2685442284807616,0.0,biometric,0.5295822017223156,False
144103,Jalandhar,Punjab,8499.416666666666,431.0,139.0,0.0,570.0,1.0,1.0,0.0,True,0.756140350877193,0.24385964912280703,0.0,biometric,0.5056271306168628,False
144104,Jalandhar,Punjab,4334.666666666667,389.0,108.0,0.0,497.0,1.0,1.0,0.0,True,0.7826961770623743,0.21730382293762576,0.0,biometric,0.4764868029313835,False
144105,Hoshiarpur,Punjab,31517.5,1590.0,776.0,0.0,2366.0,1.0,1.0,0.0,True,0.6720202874049028,0.32797971259509723,0.0,biometric,0.5759435472906724,False
144106,Jalandhar,Punjab,10203.75,1338.0,429.0,0.0,1767.0,1.0,1.0,0.0,True,0.7572156196943973,0.2427843803056027,0.0,biometric,0.5045166849767891,False
144201,Jalandhar,Punjab,40021.666666666664,3168.0,1424.0,0.0,4592.0,1.0,1.0,0.0,True,0.6898954703832753,0.31010452961672474,0.0,biometric,0.5636058156609565,False
144202,Hoshiarpur,Punjab,27257.166666666668,2173.0,1236.0,0.0,3409.0,1.0,1.0,0.0,True,0.637430331475506,0.36256966852449396,0.0,biometric,0.5960996264597194,False
144203,Hoshiarpur,Punjab,0.0,1630.0,576.0,0.0,2206.0,1.0,1.0,0.0,True,0.7388939256572983,0.2611060743427017,0.0,biometric,0.5226690668202907,False
144204,Hoshiarpur,Punjab,3892.6666666666665,1774.0,1022.0,0.0,2796.0,1.0,1.0,0.0,True,0.6344778254649499,0.3655221745350501,0.0,biometric,0.5975988360782137,False
144205,Hoshiarpur,Punjab,0.0,8240.0,4749.0,0.0,12989.0,1.0,1.0,0.0,True,0.6343829394102702,0.36561706058972976,0.0,biometric,0.5976464487934626,False
144206,Hoshiarpur,Punjab,0.0,657.0,96.0,0.0,753.0,1.0,1.0,0.0,True,0.8725099601593626,0.12749003984063745,0.0,biometric,0.34733579304050033,False
144207,Hoshiarpur,Punjab,60492.916666666664,3581.0,762.0,0.0,4343.0,1.0,1.0,0.0,True,0.8245452452221966,0.17545475477780337,0.0,biometric,0.42274319200927857,False
144208,Hoshiarpur,Punjab,55060.25,3087.0,807.0,0.0,3894.0,1.0,1.0,0.0,True,0.7927580893682589,0.20724191063174113,0.0,biometric,0.46447633284498807,False
144209,Hoshiarpur,Punjab,5470.666666666667,453.0,120.0,0.0,573.0,1.0,1.0,0.0,True,0.7905759162303665,0.2094240837696335,0.0,biometric,0.46712805741528146,False
144210,Hoshiarpur,Punjab,6271.416666666667,1859.0,575.0,0.0,2434.0,1.0,1.0,0.0,True,0.7637633525061627,0.2362366474938373,0.0,biometric,0.4976305387946753,False
144211,Hoshiarpur,Punjab,19510.916666666668,3679.0,2781.0,0.0,6460.0,1.0,1.0,0.0,True,0.5695046439628483,0.4304953560371517,0.0,biometric,0.6221066674516711,False
144212,Hoshiarpur,Punjab,8718.083333333334,1156.0,404.0,0.0,1560.0,1.0,1.0,0.0,True,0.7410256410256411,0.258974358974359,0.0,biometric,0.5206399006290333,False
144213,Hoshiarpur,Punjab,17417.166666666668,1224.0,187.0,0.0,1411.0,1.0,1.0,0.0,True,0.8674698795180723,0.13253012048192772,0.0,biometric,0.3560566538555053,False
144214,Hoshiarpur,Punjab,608.3333333333334,1535.0,383.0,0.0,1918.0,1.0,1.0,0.0,True,0.8003128258602711,0.1996871741397289,0.0,biometric,0.4550908942462038,False
144216,Hoshiarpur,Punjab,58378.166666666664,2267.0,378.0,0.0,2645.0,1.0,1.0,0.0,True,0.8570888468809074,0.14291115311909264,0.0,biometric,0.3733920364878996,False
144221,Hoshiarpur,Punjab,85370.83333333333,4341.0,1966.0,0.0,6307.0,1.0,1.0,0.0,True,0.6882828603139369,0.3117171396860631,0.0,biometric,0.5647740354003766,False
144222,Hoshiarpur,Punjab,26168.083333333332,1708.0,441.0,0.0,2149.0,1.0,1.0,0.0,True,0.7947882736156352,0.20521172638436483,0.0,biometric,0.4619856153267527,False
144223,Hoshiarpur,Punjab,22961.5,882.0,205.0,0.0,1087.0,1.0,1.0,0.0,True,0.8114075436982521,0.18859245630174792,0.0,biometric,0.4407155901828635,False
144224,Hoshiarpur,Punjab,15291.333333333334,1335.0,308.0,0.0,1643.0,1.0,1.0,0.0,True,0.81253804017042,0.18746195982958003,0.0,biometric,0.4392102525090517,False
144301,Jalandhar,Punjab,7012.583333333333,1513.0,268.0,0.0,1781.0,1.0,1.0,0.0,True,0.8495227400336889,0.15047725996631106,0.0,biometric,0.38551912749508105,False
144302,Jalandhar,Punjab,7476.666666666667,660.0,162.0,0.0,822.0,1.0,1.0,0.0,True,0.8029197080291971,0.19708029197080293,0.0,biometric,0.4517773159906605,False
144303,Jalandhar,Punjab,15895.25,750.0,245.0,0.0,995.0,1.0,1.0,0.0,True,0.7537688442211056,0.24623115577889448,0.0,biometric,0.508056068505489,False
144304,Hoshiarpur,Punjab,0.0,47.0,19.0,0.0,66.0,1.0,1.0,0.0,True,0.7121212121212122,0.2878787878787879,0.0,biometric,0.5463633048136447,False
144305,Hoshiarpur,Punjab,20921.0,935.0,202.0,0.0,1137.0,1.0,1.0,0.0,True,0.8223394898856641,0.17766051011433598,0.0,biometric,0.4258348538405148,False
144306,Hoshiarpur,Punjab,7380.333333333333,3624.0,1490.0,0.0,5114.0,1.0,1.0,0.0,True,0.7086429409464216,0.2913570590535784,0.0,biometric,0.5492040366392141,False
144311,Jalandhar,Punjab,8618.333333333334,377.0,34.0,0.0,411.0,1.0,1.0,0.0,True,0.9172749391727494,0.0827250608272506,0.0,biometric,0.25975950302750483,False
144401,Kapurthala,Punjab,61284.916666666664,6774.0,3043.0,0.0,9817.0,1.0,1.0,0.0,True,0.6900275033105837,0.30997249668941634,0.0,biometric,0.5635096777210505,False
144402,Kapurthala,Punjab,19533.666666666668,2761.0,654.0,0.0,3415.0,1.0,1.0,0.0,True,0.8084919472913616,0.19150805270863835,0.0,biometric,0.44456291608337506,False
144403,Kapurthala,Punjab,20674.166666666668,1252.0,227.0,0.0,1479.0,1.0,1.0,0.0,True,0.8465179175118324,0.1534820824881677,0.0,biometric,0.39022125181556205,False
144404,Hoshiarpur,Punjab,8909.083333333334,474.0,149.0,0.0,623.0,1.0,1.0,0.0,True,0.7608346709470305,0.2391653290529695,0.0,biometric,0.5007370793123336,False
144405,Kapurthala,Punjab,11377.416666666666,775.0,212.0,0.0,987.0,1.0,1.0,0.0,True,0.7852077001013171,0.21479229989868287,0.0,biometric,0.4735403753348172,False
144406,Hoshiarpur,Punjab,2571.3333333333335,240.0,82.0,0.0,322.0,1.0,1.0,0.0,True,0.7453416149068323,0.2546583850931677,0.0,biometric,0.5164654341524132,False
144407,Kapurthala,Punjab,14810.083333333334,967.0,206.0,0.0,1173.0,1.0,1.0,0.0,True,0.824381926683717,0.17561807331628304,0.0,biometric,0.4229731505171568,False
144408,Kapurthala,Punjab,5319.833333333333,239.0,58.0,0.0,297.0,1.0,1.0,0.0,True,0.8047138047138047,0.19528619528619529,0.0,biometric,0.44947417386349475,False
144409,Jalandhar,Punjab,35744.5,2476.0,1011.0,0.0,3487.0,1.0,1.0,0.0,True,0.7100659592773158,0.28993404072268425,0.0,biometric,0.5480483145446893,False
144410,Jalandhar,Punjab,47783.083333333336,6548.0,1688.0,0.0,8236.0,1.0,1.0,0.0,True,0.7950461389023799,0.2049538610976202,0.0,biometric,0.4616676121973346,False
144411,Jalandhar,Punjab,10044.5,8.0,5.0,0.0,13.0,1.0,1.0,0.0,True,0.6153846153846154,0.38461538461538464,0.0,biometric,0.6064727741416684,False
144416,Jalandhar,Punjab,24502.083333333332,1044.0,233.0,0.0,1277.0,1.0,1.0,0.0,True,0.8175411119812059,0.18245888801879404,0.0,biometric,0.4324561186688529,False
144417,Nawanshahr,Punjab,7728.75,817.0,157.0,0.0,974.0,1.0,1.0,0.0,True,0.8388090349075975,0.16119096509240247,0.0,biometric,0.40199760142067165,False
144418,Jalandhar,Punjab,31331.166666666668,1998.0,466.0,0.0,2464.0,1.0,1.0,0.0,True,0.8108766233766234,0.1891233766233766,0.0,biometric,0.4414199233455477,False
144419,Jalandhar,Punjab,17215.916666666668,732.0,172.0,0.0,904.0,1.0,1.0,0.0,True,0.8097345132743363,0.1902654867256637,0.0,biometric,0.44292941124545243,False
144421,Nawanshahr,Punjab,16708.583333333332,1030.0,207.0,0.0,1237.0,1.0,1.0,0.0,True,0.8326596604688763,0.16734033953112368,0.0,biometric,0.41110391365941934,False
144422,Shaheed Bhagat Singh Nagar,Punjab,11780.25,718.0,150.0,0.0,868.0,1.0,1.0,0.0,True,0.8271889400921659,0.1728110599078341,0.0,biometric,0.41899733969355923,False
144501,Nawanshahr,Punjab,9416.583333333334,827.0,255.0,0.0,1082.0,1.0,1.0,0.0,True,0.7643253234750462,0.2356746765249538,0.0,biometric,0.4970295025167777,False
144502,Jalandhar,Punjab,4379.583333333333,1003.0,200.0,0.0,1203.0,1.0,1.0,0.0,True,0.8337489609310058,0.1662510390689942,0.0,biometric,0.40950903643886827,False
144503,Nawanshahr,Punjab,11127.916666666666,1221.0,317.0,0.0,1538.0,1.0,1.0,0.0,True,0.793888166449935,0.20611183355006502,0.0,biometric,0.4630927340276728,False
144504,Nawanshahr,Punjab,5519.666666666667,754.0,180.0,0.0,934.0,1.0,1.0,0.0,True,0.8072805139186295,0.19271948608137046,0.0,biometric,0.44614675439206963,False
144505,Nawanshahr,Punjab,25942.666666666668,2672.0,912.0,0.0,3584.0,1.0,1.0,0.0,True,0.7455357142857143,0.2544642857142857,0.0,biometric,0.5162756070359587,False
144506,Shaheed Bhagat Singh Nagar,Punjab,6106.583333333333,440.0,119.0,0.0,559.0,1.0,1.0,0.0,True,0.7871198568872988,0.21288014311270126,0.0,biometric,0.47127429155511064,False
144507,Shaheed Bhagat Singh Nagar,Punjab,17587.0,1115.0,296.0,0.0,1411.0,1.0,1.0,0.0,True,0.7902197023387668,0.20978029766123316,0.0,biometric,0.4675584291104536,False
144508,Nawanshahr,Punjab,13106.166666666666,661.0,82.0,0.0,743.0,1.0,1.0,0.0,True,0.8896366083445492,0.11036339165545088,0.0,biometric,0.31610280040403366,False
144509,Shaheed Bhagat Singh Nagar,Punjab,8120.5,455.0,121.0,0.0,576.0,1.0,1.0,0.0,True,0.7899305555555556,0.21006944444444445,0.0,biometric,0.46790725909001873,False
144510,Shaheed Bhagat Singh Nagar,Punjab,7424.166666666667,732.0,164.0,0.0,896.0,1.0,1.0,0.0,True,0.8169642857142857,0.18303571428571427,0.0,biometric,0.4332425617201301,False
144511,Shaheed Bhagat Singh Nagar,Punjab,12678.666666666666,614.0,187.0,0.0,801.0,1.0,1.0,0.0,True,0.766541822721598,0.23345817727840198,0.0,biometric,0.4946433384662302,False
144512,Nawanshahr,Punjab,14488.083333333334,1011.0,196.0,0.0,1207.0,1.0,1.0,0.0,True,0.8376139188069595,0.1623860811930406,0.0,biometric,0.40378708179264555,False
144513,Shaheed Bhagat Singh Nagar,Punjab,14806.583333333334,684.0,168.0,0.0,852.0,1.0,1.0,0.0,True,0.8028169014084507,0.19718309859154928,0.0,biometric,0.45190873019497185,False
144514,Nawanshahr,Punjab,12697.666666666666,4293.0,1177.0,0.0,5470.0,1.0,1.0,0.0,True,0.7848263254113346,0.21517367458866546,0.0,biometric,0.473989975383865,False
144515,Shaheed Bhagat Singh Nagar,Punjab,32702.833333333332,1989.0,500.0,0.0,2489.0,1.0,1.0,0.0,True,0.7991161108879068,0.2008838891120932,0.0,biometric,0.4565990390403373,False
144516,Nawanshahr,Punjab,26601.916666666668,1619.0,278.0,0.0,1897.0,1.0,1.0,0.0,True,0.8534528202424881,0.14654717975751186,0.0,biometric,0.37927190024113344,False
144517,Shaheed Bhagat Singh Nagar,Punjab,26094.916666666668,2554.0,662.0,0.0,3216.0,1.0,1.0,0.0,True,0.7941542288557214,0.2058457711442786,0.0,biometric,0.46276595101086193,False
144518,Shaheed Bhagat Singh Nagar,Punjab,23216.833333333332,1342.0,277.0,0.0,1619.0,1.0,1.0,0.0,True,0.8289067325509574,0.17109326744904263,0.0,biometric,0.41653957834173494,False
144519,Hoshiarpur,Punjab,14468.0,886.0,129.0,0.0,1015.0,1.0,1.0,0.0,True,0.8729064039408867,0.1270935960591133,0.0,biometric,0.34664109699448514,False
144520,Hoshiarpur,Punjab,5370.25,684.0,104.0,0.0,788.0,1.0,1.0,0.0,True,0.868020304568528,0.1319796954314721,0.0,biometric,0.35511415417736997,False
144521,Nawanshahr,Punjab,179870.08333333334,4335.0,1294.0,0.0,5629.0,1.0,1.0,0.0,True,0.7701190264700657,0.22988097352993428,0.0,biometric,0.4907395320784314,False
144522,Shaheed Bhagat Singh Nagar,Punjab,43205.75,2453.0,606.0,0.0,3059.0,1.0,1.0,0.0,True,0.8018960444589736,0.19810395554102647,0.0,biometric,0.4530831229909307,False
144523,Hoshiarpur,Punjab,8866.333333333334,2506.0,726.0,0.0,3232.0,1.0,1.0,0.0,True,0.7753712871287128,0.22462871287128713,0.0,biometric,0.4848883056854144,False
144524,Shaheed Bhagat Singh Nagar,Punjab,59091.0,1722.0,145.0,0.0,1867.0,1.0,1.0,0.0,True,0.922335297268345,0.07766470273165506,0.0,biometric,0.24852114357071564,False
144525,Shaheed Bhagat Singh Nagar,Punjab,20347.333333333332,1727.0,219.0,0.0,1946.0,1.0,1.0,0.0,True,0.8874614594039054,0.11253854059609456,0.0,biometric,0.32021312606703745,False
144526,Shaheed Bhagat Singh Nagar,Punjab,30531.75,1619.0,251.0,0.0,1870.0,1.0,1.0,0.0,True,0.8657754010695187,0.13422459893048128,0.0,biometric,0.3589431080717106,False
144527,Hoshiarpur,Punjab,67465.58333333333,3977.0,1635.0,0.0,5612.0,1.0,1.0,0.0,True,0.7086600142551674,0.2913399857448325,0.0,biometric,0.5491902233024992,False
144528,Hoshiarpur,Punjab,37710.75,1597.0,568.0,0.0,2165.0,1.0,1.0,0.0,True,0.7376443418013857,0.26235565819861434,0.0,biometric,0.5238485631045763,False
144529,Hoshiarpur,Punjab,9920.666666666666,1118.0,202.0,0.0,1320.0,1.0,1.0,0.0,True,0.8469696969696969,0.15303030303030302,0.0,biometric,0.3895183459694391,False
144530,Hoshiarpur,Punjab,26137.666666666668,1291.0,262.0,0.0,1553.0,1.0,1.0,0.0,True,0.8312942691564713,0.16870573084352866,0.0,biometric,0.41309208102218253,False
144531,Hoshiarpur,Punjab,9221.75,630.0,113.0,0.0,743.0,1.0,1.0,0.0,True,0.847913862718708,0.15208613728129206,0.0,biometric,0.3880447235832771,False
144532,Nawanshahr,Punjab,73169.66666666667,1513.0,266.0,0.0,1779.0,1.0,1.0,0.0,True,0.850477796514896,0.14952220348510398,0.0,biometric,0.3840111837283094,False
144533,Shaheed Bhagat Singh Nagar,Punjab,5695.333333333333,974.0,142.0,0.0,1116.0,1.0,1.0,0.0,True,0.8727598566308243,0.12724014336917563,0.0,biometric,0.34689804471099533,False
144601,Kapurthala,Punjab,6954.916666666667,9413.0,3668.0,0.0,13081.0,1.0,1.0,0.0,True,0.7195933032642764,0.28040669673572355,0.0,biometric,0.5400786272995372,False
144602,Kapurthala,Punjab,0.0,507.0,192.0,0.0,699.0,1.0,1.0,0.0,True,0.7253218884120172,0.27467811158798283,0.0,biometric,0.5350900264874662,False
144603,Kapurthala,Punjab,26027.916666666668,2.0,0.0,0.0,2.0,1.0,0.0,0.0,True,1.0,0.0,0.0,biometric,-0.0,False
144606,Kapurthala,Punjab,32783.5,1077.0,201.0,0.0,1278.0,1.0,1.0,0.0,True,0.8427230046948356,0.1572769953051643,0.0,biometric,0.3960694856436021,False
144620,Kapurthala,Punjab,65739.0,3698.0,984.0,0.0,4682.0,1.0,1.0,0.0,True,0.7898334045279795,0.21016659547202052,0.0,biometric,0.4680243602451839,False
144621,Kapurthala,Punjab,21907.75,1930.0,523.0,0.0,2453.0,1.0,1.0,0.0,True,0.7867916836526702,0.2132083163473298,0.0,biometric,0.4716646156882786,False
144622,Kapurthala,Punjab,34407.25,2563.0,1055.0,0.0,3618.0,1.0,1.0,0.0,True,0.7084024322830293,0.2915975677169707,0.0,biometric,0.5493984861185194,False
144623,Jalandhar,Punjab,16360.666666666666,1473.0,554.0,0.0,2027.0,1.0,1.0,0.0,True,0.726689689195856,0.27331031080414403,0.0,biometric,0.5338768086071005,False
144624,Kapurthala,Punjab,10059.0,1652.0,323.0,0.0,1975.0,1.0,1.0,0.0,True,0.8364556962025317,0.16354430379746834,0.0,biometric,0.40551219958424,False
144625,Jalandhar,Punjab,35732.75,1050.0,335.0,0.0,1385.0,1.0,1.0,0.0,True,0.7581227436823105,0.24187725631768953,0.0,biometric,0.5035754337580258,False
144626,Kapurthala,Punjab,55158.25,5132.0,1459.0,0.0,6591.0,1.0,1.0,0.0,True,0.7786375360339858,0.22136246396601425,0.0,biometric,0.48117701838633853,False
