pincode,district,months_observed,trend_slope,trend_class,volatility_score
261136,Sitapur,12,119.93706293706295,increasing,0.6603974497587974
261141,Sitapur,12,251.52797202797203,increasing,0.8394021752079059
261145,Sitapur,12,90.1083916083916,increasing,0.7821807118482214
261151,Sitapur,12,98.3881118881119,increasing,0.8424291676492778
261201,Sitapur,12,337.513986013986,increasing,0.7206264207533403
261202,Sitapur,12,83.9020979020979,increasing,0.7030866783510261
261203,Sitapur,12,240.46153846153848,increasing,0.7943415698410573
261204,Sitapur,12,142.72727272727272,increasing,0.6045547114837042
261205,Sitapur,12,104.75524475524476,increasing,0.6416852931772234
261206,Sitapur,12,118.77272727272728,increasing,0.7057258778824919
261207,Sitapur,12,84.88111888111888,increasing,0.6798303919549179
261208,Sitapur,12,215.10839160839157,increasing,0.7864666647794563
261301,Sitapur,12,142.12237762237763,increasing,0.7008287250966939
261302,Sitapur,12,194.94405594405592,increasing,0.7126430925069481
261303,Sitapur,12,241.53146853146853,increasing,0.620778425730753
261401,Sitapur,12,110.62937062937063,increasing,0.6604705837422994
261402,Sitapur,12,34.67482517482517,increasing,0.6623588097861303
261403,Sitapur,12,132.14685314685315,increasing,0.6432888600294963
261404,Sitapur,12,35.23776223776225,increasing,0.7101430643374782
261405,Sitapur,12,64.08041958041959,increasing,0.5972485602821326
261501,Kheri,12,163.9265734265734,increasing,0.8985951376769167
261502,Kheri,12,157.86013986013987,increasing,0.7839524761187339
261505,Kheri,12,328.4370629370629,increasing,0.6994554770690457
261506,Kheri,12,243.5034965034965,increasing,0.7734364031081951
262001,Bareilly,12,928.9545454545455,increasing,0.7210852378858926
262121,Bareilly,12,117.86013986013987,increasing,0.9032066739145328
262122,Bareilly,12,590.0629370629371,increasing,0.6696174020253057
262124,Pilibhit,12,32.85314685314685,increasing,0.6940061782156891
262201,Pilibhit,12,471.2132867132866,increasing,0.7320745439287527
262202,Bareilly,12,109.3076923076923,increasing,0.6795320745497491
262203,Pilibhit,12,120.06643356643356,increasing,0.6797257567886263
262302,Pilibhit,12,13.416083916083917,increasing,0.6503976848023318
262305,Pilibhit,12,60.12587412587413,increasing,0.7323244281051142
262308,Udham Singh Nagar,12,374.8566433566433,increasing,0.5738612748026359
262309,Champawat,12,79.45454545454545,increasing,0.7862968878653841
262310,Champawat,12,50.24475524475525,increasing,0.8306297550339775
262311,Udham Singh Nagar,12,84.2027972027972,increasing,0.700818880246471
262401,Nainital,12,440.8356643356643,increasing,0.9789891920378164
262402,Nainital,12,132.94405594405595,increasing,1.1001549422420878
262405,Udham Singh Nagar,12,274.5979020979021,increasing,0.7910945463825867
262406,Bareilly,12,288.465034965035,increasing,0.6733566869298692
262407,Bareilly,12,175.61538461538458,increasing,0.6456930142110376
262501,Pithoragarh,12,109.55594405594405,increasing,0.8097269565971127
262502,Pithoragarh,12,14.013986013986015,increasing,1.0823459932502866
262520,Pithoragarh,12,10.087412587412588,increasing,0.7598917028693203
262521,Pithoragarh,12,36.90559440559441,increasing,0.8304932714455135
262522,Pithoragarh,12,87.83216783216783,increasing,0.5944364922470742
262523,Champawat,12,113.50699300699301,increasing,0.6560224891814245
262524,Champawat,12,65.16783216783216,increasing,0.6598182882726693
262525,Champawat,12,17.363636363636363,increasing,0.6665996613908004
262526,Pithoragarh,12,5.01048951048951,increasing,1.0611317996066476
262527,Champawat,12,27.84265734265734,increasing,0.854692753404778
262528,Champawat,12,91.7132867132867,increasing,0.8850613512929152
262529,Champawat,12,17.513986013986013,increasing,0.6507978294425719
262530,Pithoragarh,12,20.405594405594407,increasing,0.7191659143779694
262531,Pithoragarh,12,37.16433566433567,increasing,0.8125374863916616
262532,Pithoragarh,12,24.444055944055943,increasing,0.8245505918484943
262533,Pithoragarh,12,10.283216783216783,increasing,0.8791359381395375
262534,Pithoragarh,12,16.706293706293707,increasing,0.8271923412766611
262541,Pithoragarh,12,20.46853146853147,increasing,0.7455308621449636
262542,Pithoragarh,12,9.506993006993007,increasing,0.6880807495002494
262543,Pithoragarh,12,14.783216783216783,increasing,0.7342815419643408
262544,Pithoragarh,12,18.895104895104897,increasing,0.7834079397095743
262545,Pithoragarh,12,41.57342657342657,increasing,0.8316308663877352
262546,Pithoragarh,12,4.2027972027972025,increasing,1.3290287371493008
262547,Pithoragarh,12,11.32867132867133,increasing,0.8177445865368154
262550,Pithoragarh,12,4.325174825174825,increasing,0.9793421828508723
262551,Pithoragarh,12,22.77272727272727,increasing,0.8405231914059723
262552,Pithoragarh,12,26.688811188811187,increasing,0.8011114753588515
262553,Pithoragarh,12,48.0979020979021,increasing,0.9638707839861553
262554,Pithoragarh,12,23.486013986013983,increasing,0.7586575565812806
262555,Pithoragarh,12,31.587412587412587,increasing,1.3447528920879772
262576,Pithoragarh,12,23.909090909090907,increasing,0.7978509648483074
262580,Champawat,12,49.34265734265735,increasing,0.7077944913154277
262701,Kheri,12,475.12237762237766,increasing,0.7508127429556041
262702,Kheri,12,102.03846153846153,increasing,1.0776094755422905
262721,Kheri,12,65.2062937062937,increasing,0.8348056698214243
262722,Kheri,12,241.5874125874126,increasing,0.9848407316154723
262723,Kheri,12,197.48951048951045,increasing,0.7457044913884823
262724,Kheri,12,161.5034965034965,increasing,0.9304328919304474
262725,Kheri,12,83.56293706293707,increasing,0.8377692164483126
262726,Kheri,12,88.27272727272727,increasing,0.9150345649283674
262727,Kheri,12,132.55944055944056,increasing,0.7629235867895745
262728,Kheri,12,100.68531468531468,increasing,0.8827753587178471
262801,Kheri,12,63.458041958041946,increasing,0.7910165115351292
262802,Kheri,12,527.5594405594405,increasing,0.7826177459716669
262803,Kheri,12,41.05944055944057,increasing,0.7220117702173314
262804,Kheri,12,496.02797202797206,increasing,0.7930419971339794
262805,Kheri,12,84.54195804195803,increasing,0.838587555418502
262901,Kheri,12,120.02447552447552,increasing,0.8813533900595342
262902,Kheri,12,216.24125874125875,increasing,0.6946886119241564
262903,Kheri,12,181.8076923076923,increasing,0.7497331372262162
262904,Kheri,12,45.08741258741259,increasing,0.6999931167463562
262905,Kheri,12,72.07342657342657,increasing,0.835431488600387
262906,Kheri,12,103.37412587412587,increasing,0.9047196774650494
262907,Kheri,12,119.6923076923077,increasing,0.9067679812223369
263001,Nainital,12,10.72027972027972,increasing,0.8434685777177726
263002,Nainital,12,39.06293706293707,increasing,0.6095199426718434
263126,Nainital,12,127.27622377622377,increasing,0.974328695909224
263127,Nainital,12,10.409090909090908,increasing,0.9631744275517128
263128,Nainital,12,7.293706293706293,increasing,0.9254849804181544
263132,Nainital,12,86.02447552447553,increasing,0.7041514016208144
263134,Nainital,12,43.75874125874125,increasing,0.9132493311314624
263135,Nainital,12,26.681818181818187,increasing,0.59660089759775
263136,Nainital,12,64.14685314685315,increasing,0.8741642838352759
263137,Nainital,12,3.265734265734266,increasing,1.2337092718680172
263138,Nainital,12,18.073426573426573,increasing,0.7896938766372285
263139,Nainital,12,652.3286713286714,increasing,0.6534392461133095
263140,Nainital,12,41.947552447552454,increasing,0.7455312073571286
263141,Nainital,12,13.91958041958042,increasing,0.859769327520835
263144,Nainital,12,0.06293706293706294,increasing,3.3166247903554
263145,Udham Singh Nagar,12,25.346153846153843,increasing,0.9742911440104154
263146,Udham Singh Nagar,12,6.625874125874126,increasing,1.0555923273632586
263148,Udham Singh Nagar,12,397.37762237762234,increasing,0.712413408671162
263149,Udham Singh Nagar,12,9.685314685314685,increasing,0.60012656392278
263150,Udham Singh Nagar,12,10.234265734265735,increasing,1.387082472973993
263151,Udham Singh Nagar,12,50.84965034965035,increasing,0.771727040444851
263152,Udham Singh Nagar,12,179.6993006993007,increasing,0.7561314624796559
263153,Udham Singh Nagar,12,428.47902097902096,increasing,0.6548170538173025
263156,Nainital,12,0.17482517482517484,increasing,1.4910199515324296
263157,Nainital,12,47.9020979020979,increasing,0.7076945828462051
263158,Nainital,12,19.251748251748253,increasing,0.7051316536402749
263159,Nainital,12,31.59090909090909,increasing,0.6587855405270016
263160,Udham Singh Nagar,12,124.8986013986014,increasing,0.8045436583599599
263601,Almora,12,99.44405594405593,increasing,0.7489636311856416
263619,Bageshwar,12,14.073426573426573,increasing,0.633699149100145
263620,Bageshwar,12,1.8706293706293706,increasing,1.0186370857352969
263621,Almora,12,15.339160839160838,increasing,0.8137064515969956
263622,Almora,12,41.97552447552447,increasing,0.7366949567550265
263623,Almora,12,41.60839160839161,increasing,0.7702814510510605
263624,Almora,12,23.33566433566434,increasing,0.6846815300309956
263625,Almora,12,50.72377622377622,increasing,0.8473322982692674
263626,Almora,12,20.55944055944056,increasing,0.77934308695808
263628,Almora,12,31.15034965034965,increasing,0.7552141031601047
263629,Almora,12,17.115384615384613,increasing,1.076881469114403
263630,Bageshwar,12,8.409090909090908,increasing,0.737012863323149
263631,Bageshwar,12,20.062937062937063,increasing,0.7336361825402163
263632,Bageshwar,12,17.115384615384613,increasing,0.7521534342534033
263633,Bageshwar,12,13.265734265734265,increasing,0.6361002948639766
263634,Bageshwar,12,34.79020979020979,increasing,0.752809247476012
263635,Bageshwar,12,34.60839160839161,increasing,0.5872885871447053
263636,Almora,12,12.930069930069932,increasing,0.655278531323346
263637,Almora,12,43.93356643356643,increasing,1.0766162220711584
263638,Almora,12,12.762237762237762,increasing,0.9386396519790331
263639,Bageshwar,12,15.902097902097903,increasing,0.6821602140157316
263640,Bageshwar,12,22.639860139860136,increasing,1.0201447356955624
263641,Bageshwar,12,50.374125874125866,increasing,0.7417969525794529
263642,Almora,12,66.63986013986015,increasing,0.7048480688555168
263643,Almora,12,9.870629370629372,increasing,0.7802571545732636
263645,Almora,12,73.93706293706293,increasing,0.8761886016063668
263646,Almora,12,26.555944055944057,increasing,0.786925356789899
263651,Almora,12,3.4965034965034967,increasing,1.2149857925879117
263652,Almora,12,19.342657342657343,increasing,0.8994097789378226
263653,Almora,12,50.08041958041958,increasing,0.8494443169670705
263655,Almora,12,14.02097902097902,increasing,0.7928516456668171
263656,Almora,12,35.769230769230774,increasing,0.83032764296534
263658,Almora,12,16.716783216783217,increasing,0.7826081489206708
263659,Almora,12,18.653846153846153,increasing,0.6437273556870022
263660,Almora,12,8.059440559440558,increasing,0.9824145814953128
263661,Almora,12,37.52447552447552,increasing,0.8934357360379398
263663,Almora,12,17.181818181818183,increasing,1.0484971233838234
263664,Almora,12,8.895104895104895,increasing,0.7284744328071162
263665,Almora,12,7.5174825174825175,increasing,0.9511664019458819
263667,Almora,12,22.265734265734267,increasing,0.7035047656103088
263676,Almora,12,20.104895104895103,increasing,0.9506771297333694
263678,Almora,12,11.513986013986015,increasing,0.6597372106555897
263679,Bageshwar,12,25.90909090909091,increasing,0.6358565338595071
263680,Almora,12,13.706293706293705,increasing,0.8731979538836923
263686,Almora,12,0.03146853146853147,increasing,3.3166247903554
271001,Gonda,12,181.24475524475523,increasing,0.6805181305779685
271002,Gonda,12,78.33916083916084,increasing,0.6862158067165984
271003,Gonda,12,18.821678321678323,increasing,0.8282816436402566
271122,Gonda,12,145.42657342657344,increasing,0.6996350879270694
271123,Gonda,12,125.76573426573427,increasing,0.8152102454394318
271124,Gonda,12,81.27272727272728,increasing,0.7676654479364847
271125,Gonda,12,48.32867132867132,increasing,0.7394955357717198
271126,Gonda,12,73.16083916083916,increasing,0.8225356369360587
271129,Gonda,12,29.82867132867133,increasing,0.7709575435615469
271201,Balrampur,12,436.91258741258747,increasing,0.8249798324569518
271202,Gonda,12,98.98251748251748,increasing,0.7199116066571062
271203,Balrampur,12,46.33916083916083,increasing,0.801249173966611
271204,Gonda,12,116.34615384615384,increasing,0.7569680385607227
271205,Balrampur,12,163.06643356643357,increasing,0.6889457871606391
271206,Balrampur,12,230.1713286713287,increasing,0.9258793587252457
271207,Balrampur,12,174.46153846153848,increasing,0.8858954625115714
271208,Balrampur,12,275.8076923076923,increasing,0.844336493518933
271209,Gonda,12,52.45804195804196,increasing,0.6384947692907976
271210,Balrampur,12,130.93706293706293,increasing,1.0659603462569358
271215,Balrampur,12,115.42307692307692,increasing,0.9551635479856141
271301,Gonda,12,48.37412587412588,increasing,0.6956036041844268
271302,Gonda,12,194.562937062937,increasing,0.7994661807153214
271303,Gonda,12,102.40909090909092,increasing,0.7476890705240652
271304,Gonda,12,2.6888111888111887,increasing,0.8992723854695432
271305,Gonda,12,129.23776223776224,increasing,0.8082447413423585
271306,Gonda,12,114.48951048951051,increasing,0.8095561788999052
271307,Gonda,12,99.67482517482517,increasing,0.7068342155779003
271308,Gonda,12,2.534965034965035,increasing,0.9874292058446003
271309,Gonda,12,34.14685314685315,increasing,0.6918063734896446
271310,Gonda,12,21.13286713286713,increasing,0.7298203133992555
271311,Gonda,12,93.60489510489512,increasing,0.7860551789976626
271312,Gonda,12,156.37762237762237,increasing,0.7689367777964595
271313,Gonda,12,74.63986013986013,increasing,0.7544779405033442
271319,Gonda,12,34.91258741258741,increasing,0.9015332280496907
271401,Gonda,12,83.24125874125873,increasing,0.6840374003296854
271402,Gonda,12,69.08741258741259,increasing,0.6905837757466116
271403,Balrampur,12,69.87762237762237,increasing,0.8059291712974485
271502,Gonda,12,117.0909090909091,increasing,0.728655931339495
271503,Gonda,12,125.84265734265735,increasing,0.6897576194813928
271504,Gonda,12,123.77972027972028,increasing,0.7943747796183861
271601,Gonda,12,58.75874125874125,increasing,0.7273058265200985
271602,Gonda,12,97.07692307692308,increasing,0.7381158772388849
271603,Gonda,12,106.28321678321677,increasing,0.7713569032840661
271604,Balrampur,12,475.07342657342656,increasing,0.6774585661495326
271607,Balrampur,12,177.03846153846152,increasing,0.7960711554393645
271609,Balrampur,12,145.0944055944056,increasing,0.8085743613109501
271801,Bahraich,12,678.7762237762238,increasing,0.7494763996775574
271802,Shrawasti,12,100.52447552447552,increasing,0.7530601996276279
271803,Shrawasti,12,107.35314685314684,increasing,0.7012448124062824
271804,Shrawasti,12,1.86013986013986,increasing,0.8188076429542179
271805,Shrawasti,12,0.3741258741258741,increasing,1.1218303799418805
271821,Shrawasti,12,137.32867132867133,increasing,0.7908363520959739
271824,Bahraich,12,101.80069930069929,increasing,0.6659013536662736
271825,Bahraich,12,183.64335664335664,increasing,0.6722345890361839
271830,Bahraich,12,165.35314685314685,increasing,0.6339432239842431
271831,Shrawasti,12,334.1468531468532,increasing,0.7448377377334363
271835,Shrawasti,12,162.09440559440563,increasing,0.7292170946871795
271840,Shrawasti,12,172.0944055944056,increasing,0.8201095735586665
271841,Bahraich,12,66.8986013986014,increasing,0.6430651624738801
271845,Bahraich,12,185.17482517482517,increasing,0.7862506204440064
271851,Bahraich,12,199.01048951048946,increasing,0.7390690250774199
271855,Bahraich,12,402.3951048951049,increasing,0.6072807469251768
271861,Balrampur,12,120.75174825174825,increasing,0.8042540276296171
271865,Bahraich,12,448.08391608391605,increasing,0.7392757119751572
271870,Shrawasti,12,138.16433566433565,increasing,0.7691650581854813
271871,Shrawasti,12,160.5979020979021,increasing,0.7399078937047034
271872,Shrawasti,12,125.20979020979021,increasing,0.7478647050567254
271875,Shrawasti,12,249.51398601398603,increasing,0.6831531924162257
271881,Bahraich,12,166.13986013986013,increasing,0.7374275470754774
271882,Bahraich,12,224.15734265734264,increasing,0.9203270353880075
271901,Bahraich,12,82.23776223776223,increasing,0.8879169814753137
271902,Bahraich,12,307.0594405594406,increasing,0.6847343668609949
271903,Bahraich,12,300.8951048951049,increasing,0.7961243134819932
271904,Bahraich,12,143.8846153846154,increasing,0.9945477512642312
272001,Basti,12,108.77622377622376,increasing,0.7806429552480397
272002,Sant Kabir Nagar,12,322.1118881118881,increasing,0.8361082162588581
272123,Basti,12,44.27622377622378,increasing,0.6852905038700581
272124,Basti,12,122.98251748251748,increasing,0.7961788258948439
272125,Sant Kabir Nagar,12,233.21328671328672,increasing,0.7791869718063227
272126,Sant Kabir Nagar,12,123.37762237762239,increasing,0.706502726257159
272127,Basti,12,84.19930069930071,increasing,0.7232240014611568
272128,Basti,12,58.20979020979021,increasing,0.8783217741468123
272129,Basti,12,115.34615384615384,increasing,0.7140691605311864
272130,Basti,12,119.9895104895105,increasing,0.7168924552183906
272131,Basti,12,142.71328671328672,increasing,0.7960242612695729
272148,Sant Kabir Nagar,12,57.23076923076923,increasing,0.6943672698265877
272150,Basti,12,52.48251748251748,increasing,0.6385220064868613
272151,Basti,12,184.41958041958046,increasing,0.6533687321375636
272152,Sant Kabir Nagar,12,220.02447552447552,increasing,0.7933146702392542
272153,Siddharthnagar,12,424.11888111888106,increasing,0.6992341016534424
272154,Siddharthnagar,12,133.9090909090909,increasing,0.7283276938170045
272155,Basti,12,120.45804195804196,increasing,0.7037713977193043
272161,Basti,12,52.888111888111894,increasing,0.694428106291792
272162,Sant Kabir Nagar,12,173.59440559440563,increasing,0.6786065418256331
272163,Basti,12,162.73426573426573,increasing,0.7498695900091055
272164,Sant Kabir Nagar,12,80.58391608391608,increasing,0.8546118614630703
272165,Sant Kabir Nagar,12,133.2027972027972,increasing,0.7185599914701684
272170,Basti,12,172.23076923076923,increasing,0.7938840329387731
272171,Basti,12,34.66083916083916,increasing,0.7122870977636739
272172,Sant Kabir Nagar,12,83.42657342657341,increasing,0.8626531883195626
272173,Sant Kabir Nagar,12,63.26223776223777,increasing,0.8296612297109106
272175,Sant Kabir Nagar,12,320.86713286713285,increasing,0.822780237107409
272176,Sant Kabir Nagar,12,83.25874125874125,increasing,0.7152492326332432
272177,Sant Kabir Nagar,12,25.520979020979023,increasing,0.7620970887532208
272178,Basti,12,2.4230769230769234,increasing,1.1004203770889558
272181,Basti,12,63.45804195804195,increasing,0.7594342079200168
272182,Basti,12,52.594405594405586,increasing,0.6839531087347065
272189,Siddharthnagar,12,220.40559440559443,increasing,0.7564419906470956
272190,Basti,12,123.75524475524476,increasing,0.8169232358282612
272191,Siddharthnagar,12,65.43706293706293,increasing,0.7030373541121262
272192,Siddharthnagar,12,331.958041958042,increasing,0.7927361907848602
272193,Siddharthnagar,12,100.5,increasing,0.7723166067269011
272194,Siddharthnagar,12,172.57692307692312,increasing,0.6339308437723392
272195,Siddharthnagar,12,70.65734265734267,increasing,0.6771442221420437
272199,Sant Kabir Nagar,12,145.0944055944056,increasing,0.8102348411488819
272201,Siddharthnagar,12,148.0944055944056,increasing,0.7611062956151043
272202,Siddharthnagar,12,158.44755244755245,increasing,0.6841300091148382
272203,Siddharthnagar,12,43.98251748251749,increasing,0.8535923683952293
272204,Siddharthnagar,12,113.03496503496504,increasing,0.7827272919759425
272205,Siddharthnagar,12,165.89860139860141,increasing,0.7513000998629468
272206,Basti,12,195.47552447552442,increasing,0.6618613047462367
272207,Siddharthnagar,12,173.91608391608392,increasing,0.7725897917773783
272208,Siddharthnagar,12,154.486013986014,increasing,0.7261301059910902
272269,Siddharthnagar,12,0.0034965034965034948,increasing,3.3166247903554
272270,Sant Kabir Nagar,12,93.53146853146855,increasing,0.889339273959073
272271,Sant Kabir Nagar,12,173.42307692307693,increasing,0.7349115751468879
272301,Basti,12,185.40559440559443,increasing,0.765002248433474
272302,Basti,12,90.7202797202797,increasing,0.7732174000120721
273001,Gorakhpur,12,197.25874125874122,increasing,0.7058259474849486
273002,Gorakhpur,12,86.14685314685313,increasing,0.63825219629641
273003,Gorakhpur,12,15.458041958041957,increasing,0.7031922864172783
273004,Gorakhpur,12,34.67482517482517,increasing,0.6618484818058079
273005,Gorakhpur,12,72.55244755244755,increasing,0.8180892730756806
273006,Gorakhpur,12,20.146853146853147,increasing,0.8271888164344083
273007,Gorakhpur,12,127.72027972027972,increasing,0.703715933807808
273008,Gorakhpur,12,56.1013986013986,increasing,0.5479108209775853
273009,Gorakhpur,12,5.944055944055944,increasing,0.9137856185574812
273010,Gorakhpur,12,56.38811188811189,increasing,0.8781922842037163
273012,Gorakhpur,12,9.461538461538462,increasing,0.772968308558581
273013,Gorakhpur,12,150.09790209790208,increasing,0.9432553413900172
273014,Gorakhpur,12,78.82517482517483,increasing,0.6371284055003412
273015,Gorakhpur,12,215.33216783216778,increasing,0.7220031597239225
273016,Gorakhpur,12,126.43706293706293,increasing,0.6946787439392045
273017,Gorakhpur,12,9.657342657342657,increasing,0.7269352186626994
273151,Maharajganj,12,177.30069930069928,increasing,0.8057019601373232
273152,Gorakhpur,12,79.27972027972028,increasing,0.7445442394672954
273155,Gorakhpur,12,175.99650349650352,increasing,0.7345572323196842
273157,Maharajganj,12,182.65034965034963,increasing,0.724650724972038
273158,Gorakhpur,12,259.5804195804196,increasing,0.7641791664328089
273161,Gorakhpur,12,77.5979020979021,increasing,0.7490901486329744
273162,Maharajganj,12,248.43006993006992,increasing,0.8372798196193074
273163,Maharajganj,12,219.77272727272725,increasing,0.9366274042019684
273164,Maharajganj,12,265.6468531468532,increasing,0.7720810100392242
273165,Gorakhpur,12,212.70979020979024,increasing,0.8083973939003285
273201,Gorakhpur,12,96.0944055944056,increasing,0.7379468623238109
273202,Gorakhpur,12,156.36713286713288,increasing,0.6757599313388593
273203,Gorakhpur,12,60.03146853146853,increasing,0.7017684363902623
273207,Maharajganj,12,104.5769230769231,increasing,0.9678560188236102
273209,Gorakhpur,12,239.68531468531472,increasing,0.7429406011510828
273211,Gorakhpur,12,67.39160839160839,increasing,0.9106656897270355
273212,Gorakhpur,12,169.05944055944053,increasing,0.7219256251773148
273213,Gorakhpur,12,49.77272727272727,increasing,0.7513592957944357
273301,Mahrajganj,12,105.42657342657341,increasing,0.890436227972983
273302,Maharajganj,12,148.15034965034965,increasing,0.7735588976271592
273303,Gorakhpur,12,277.66783216783216,increasing,0.7606433480568442
273304,Maharajganj,12,146.0909090909091,increasing,0.8608995705432951
273305,Maharajganj,12,106.25874125874127,increasing,0.7874243734661356
273306,Maharajganj,12,124.31818181818181,increasing,0.6252431345000259
273310,Maharajganj,12,2.2482517482517483,increasing,0.8535232234187241
273401,Gorakhpur,12,100.66433566433567,increasing,0.7459970694823631
273402,Gorakhpur,12,222.48601398601397,increasing,0.8266655504514053
273403,Gorakhpur,12,111.006993006993,increasing,0.795935720568765
273404,Gorakhpur,12,85.17832167832168,increasing,0.7448186691132099
273405,Gorakhpur,12,48.29370629370629,increasing,0.7380400368852622
273406,Gorakhpur,12,67.40209790209789,increasing,0.7115408338177869
273407,Gorakhpur,12,98.006993006993,increasing,0.7866557581636642
273408,Gorakhpur,12,97.10839160839161,increasing,0.8423017771125463
273409,Gorakhpur,12,40.29020979020978,increasing,0.7337838162290052
273411,Gorakhpur,12,101.77622377622376,increasing,0.714252227509489
273412,Gorakhpur,12,112.00000000000001,increasing,0.706570806368478
273413,Gorakhpur,12,169.34965034965035,increasing,0.7277652281204942
274001,Deoria,12,392.13636363636357,increasing,0.8336513871687848
274149,Kushinagar,12,165.75874125874125,increasing,0.7375528980292095
274182,Deoria,12,74.56293706293707,increasing,0.702746550622376
274201,Deoria,12,97.01398601398601,increasing,0.6934787094511983
274202,Deoria,12,212.23076923076923,increasing,0.8758287992577748
274203,Kushinagar,12,199.1188811188811,increasing,0.7842702986954424
274204,Deoria,12,178.81118881118883,increasing,0.7076586887497208
274205,Deoria,12,30.206293706293707,increasing,0.6790902954630069
274206,Deoria,12,103.68531468531467,increasing,0.665838046712652
274207,Deoria,12,127.11538461538461,increasing,0.7454200359669262
274208,Deoria,12,42.83916083916084,increasing,0.6193309314053042
274301,Kushinagar,12,146.5804195804196,increasing,0.8411686349541053
274302,Kushinagar,12,201.86013986013984,increasing,0.7772809708747864
274303,Kushinagar,12,169.55244755244757,increasing,0.9229822164245998
274304,Kushinagar *,12,513.7097902097902,increasing,0.771824399862736
274305,Kushinagar,12,218.13636363636363,increasing,0.7373379875282772
274306,Kushinagar,12,174.00349650349654,increasing,0.6761024931416862
274401,Kushinagar,12,272.14335664335664,increasing,0.7247060909817276
274402,Kushinagar,12,222.42657342657344,increasing,0.7637339804737608
274403,Kushinagar,12,30.17832167832168,increasing,0.7990208412557502
274404,Kushinagar,12,138.24475524475523,increasing,0.6400315958510813
274405,Deoria,12,143.8951048951049,increasing,0.743270228074812
274406,Kushinagar,12,143.5804195804196,increasing,0.729273655611651
274407,Kushinagar,12,149.8006993006993,increasing,0.8260878745892557
274408,Kushinagar,12,137.33916083916085,increasing,0.6444240913603865
274409,Kushinagar,12,198.91608391608386,increasing,0.8216095333055997
274501,Deoria,12,117.8041958041958,increasing,0.7119978827618908
274502,Deoria,12,79.93356643356644,increasing,0.7351306103059381
274505,Deoria,12,58.09440559440559,increasing,0.7015162757586026
274506,Deoria,12,47.213286713286706,increasing,0.7520587544862394
274508,Deoria,12,28.804195804195807,increasing,0.6798418658016622
274509,Kushinagar,12,154.33916083916085,increasing,0.7179297258125406
274601,Deoria,12,80.36013986013987,increasing,0.8088484898783466
274602,Deoria,12,30.60839160839161,increasing,0.6623285942860632
274603,Deoria,12,67.41958041958041,increasing,0.6666829788616082
274604,Deoria,12,49.3951048951049,increasing,0.6524918427188766
274701,Deoria,12,99.73776223776223,increasing,0.8888076224639458
274702,Deoria,12,204.90209790209792,increasing,0.6879670564955683
274703,Deoria,12,71.27272727272727,increasing,0.6213671039940983
274704,Deoria,12,52.611888111888106,increasing,0.751308908268705
274705,Deoria,12,43.92307692307691,increasing,0.8182965085829396
274801,Kushinagar,12,35.9020979020979,increasing,0.8623538829672198
274802,Kushinagar,12,231.75174825174824,increasing,0.7310496143473217
274808,Deoria,12,1.1153846153846154,increasing,0.8641133441022518
275101,Mau,12,568.9335664335664,increasing,0.9017927804146874
275102,Mau,12,76.25524475524475,increasing,0.861816999563582
275105,Mau,12,71.54195804195804,increasing,0.8294793476621616
275201,Ghazipur,12,75.73076923076923,increasing,0.7195347610664412
275202,Ghazipur,12,67.5944055944056,increasing,0.7211178820669979
275203,Ghazipur,12,101.47902097902097,increasing,0.7029887498704792
275204,Ghazipur,12,152.97202797202797,increasing,0.7712940052073463
275205,Ghazipur,12,56.20979020979021,increasing,0.7997164906186783
275301,Mau,12,101.8146853146853,increasing,0.8633084715914734
275302,Mau,12,65.45454545454545,increasing,0.8155285494757014
275303,Mau,12,112.16783216783216,increasing,0.8133531109710699
275304,Mau,12,164.2867132867133,increasing,0.9391831449057135
275305,Mau,12,183.8216783216783,increasing,0.9241592217199236
275306,Mau,12,39.16433566433567,increasing,0.7532289974938727
275307,Mau,12,49.29370629370629,increasing,0.89183090689137
276001,Azamgarh,12,247.2517482517483,increasing,0.6417559279269208
276121,Azamgarh,12,111.19230769230768,increasing,0.6569581823932296
276122,Azamgarh,12,89.34965034965036,increasing,0.6714798899801656
276123,Azamgarh,12,101.25174825174825,increasing,0.8373132182050432
276124,Mau,12,62.22027972027972,increasing,0.7532719270573748
276125,Azamgarh,12,67.27272727272727,increasing,0.7128976976112458
276126,Azamgarh,12,80.7132867132867,increasing,0.8530802937933631
276127,Azamgarh,12,46.269230769230774,increasing,0.7724920912476356
276128,Azamgarh,12,90.89860139860141,increasing,0.741950627235414
276129,Azamgarh,12,145.26223776223776,increasing,0.7788120085353463
276131,Azamgarh,12,97.80069930069932,increasing,0.8218054599863726
276135,Mau,12,56.65384615384615,increasing,0.8217547767652427
276136,Azamgarh,12,49.835664335664326,increasing,0.8512080354281021
276137,Azamgarh,12,82.0979020979021,increasing,0.700291884398464
276138,Azamgarh,12,76.2132867132867,increasing,0.6726314979985529
276139,Azamgarh,12,65.47902097902097,increasing,0.6293899787003525
276140,Azamgarh,12,22.311188811188806,increasing,0.686718914490171
276141,Azamgarh,12,83.2902097902098,increasing,0.751360155536755
276142,Azamgarh,12,77.00699300699301,increasing,0.696413568707054
276143,Azamgarh,12,14.402097902097903,increasing,0.9978742852707688
276201,Azamgarh,12,70.62237762237761,increasing,0.7609448573830008
276202,Azamgarh,12,150.97552447552448,increasing,0.6981830167345738
276203,Azamgarh,12,64.17482517482517,increasing,0.7335032316923669
